"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"China","CHN","Intentional homicides, female (per 100,000 female)","VC.IHR.PSRC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Battle-related deaths (number of people)","VC.BTL.DETH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","2","","","","","","5","","","","","","",
"China","CHN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342573982177","390966877665","359238436559","474347228702","540167515628","593857571482","655897281624","653847619827","652212458371","594520851399","654156803837","731318634577","715302940183","757458883661","942314815525",
"China","CHN","Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)","TX.VAL.MRCH.WR.ZS","","4.46998722860792","","","","","","","","","","","","","","","","","5.87759839174318","6.16136125499919","6.35254035459116","5.02524029505998","4.38135488562921","4.03333122108865","4.11454493447266","3.77299805330718","3.11152059628977","3.4747351882824","3.87683592110785","3.65579537094131","4.0503220981642","4.17669397615638","3.90948809065217","4.15028268844819","4.21561341673286","5.05253999476359","4.72734928520868","4.91958747669785","4.12519306227517","4.21579697952148","4.88367091937425","5.06300930213375","5.29850315117989","5.22487137970353","5.27250439924736","5.28111655720542","5.15512716390186","5.49232290221131","5.96260100638966","6.64428809117757","6.9648407758293","7.4057019945453","8.28285442643982","9.2274278821257","9.74306723841551","10.1114383308778","10.4396464927759","10.7558492884491","11.1084947939696","12.5321612119029","12.8597387687547","",
"China","CHN","Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","TX.VAL.MRCH.R5.ZS","","2.78842060451256","","","","","","","","","","","","","","","","","1.48183457337672","1.59974026357344","1.10589221134339","2.03691975262648","2.07747300245619","1.82769514877746","1.80648384276661","1.61516956719018","1.80092006643862","1.54553747909381","1.45216114141838","1.58097276359362","1.55053834933619","1.56028924842283","1.27047561926019","1.52760540780725","1.45913671564734","1.686406144055","1.48039401176214","1.45646583535149","1.4070563649326","1.5017954610744","1.52638628158845","1.55368617202761","1.67292625348809","1.64090285062714","1.8908278754883","2.09403713898124","2.4144026211914","2.88525853362128","3.09709560701813","3.48395782205399","3.64723181235904","3.75146049803083","3.44044961196825","3.40458195728877","3.6643789380852","4.13626863361309","4.58056908438212","4.7213251275169","4.72660428012297","4.60139608372856","3.96677156295948","",
"China","CHN","Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)","TX.VAL.MRCH.R1.ZS","","4.46998722860792","","","","","","","","","","","","","","","","","5.87759839174318","6.16136125499919","6.35254035459116","5.02524029505998","4.38135488562921","4.03333122108865","4.11454493447266","3.77299805330718","3.11152059628977","3.4747351882824","3.87683592110785","3.65579537094131","4.0503220981642","4.17669397615638","3.90948809065217","4.15028268844819","4.21561341673286","5.05253999476359","4.72734928520868","4.91958747669785","4.12519306227517","4.21579697952148","4.88367091937425","5.06300930213375","5.29850315117989","5.22487137970353","5.27250439924736","5.28111655720542","5.15512716390186","5.49232290221131","5.96260100638966","6.64428809117757","6.9648407758293","7.4057019945453","8.28285442643982","9.2274278821257","9.74306723841551","10.1114383308778","10.4396464927759","10.7558492884491","11.1084947939696","12.5321612119029","12.8597387687547","",
"China","CHN","Merchandise exports to economies in the Arab World (% of total merchandise exports)","TX.VAL.MRCH.AL.ZS","","7.36483610046828","","","","","","","","","","","","","","","","","3.09527263683654","3.40608904827261","3.95827820411043","8.3823858132777","12.1602151570454","11.6057284075787","9.64156363182216","6.49983167693681","6.91962649000711","6.96112716030612","4.44104070499371","2.68300353917695","2.24616408290075","2.1560815811356","2.17566593371359","2.4836020981584","2.32027981863913","2.18942446477843","2.08752869419104","2.10530277767148","2.42143630713637","2.55167336972134","2.56198916967509","2.70908242192919","2.95555316791046","2.97967685290764","2.97023769007508","3.09821166647862","3.28096354583215","3.74371726759893","4.38012058479778","4.656764943222","4.11263768461266","4.10082659513079","4.45331758781322","4.58102126903278","4.85931189316411","5.05336855104493","4.87649764344118","4.3486230083023","4.2390997069559","4.82690335874807","4.73700603305594","",
"China","CHN","ICT goods exports (% of total goods exports)","TX.VAL.ICTG.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7103647275","20.0005170433","24.0308314435","27.6944945549","29.956987651","30.7218557799","30.7195938409","29.3407280716","27.7085255258","29.6510537775","29.124908036","26.7601820618","27.0555774747","27.4221132321","25.9389723074","26.5630711866","26.4976248353","27.0686127356","27.3081820018","26.5022295728","27.0928700013","",
"China","CHN","Export unit value index (2015 = 100)","TX.UVI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","75.3479860946","75.3479860946","70.8718681087","64.9037107943","63.4116714657","64.9037107943","59.6815731442","64.15769113","65.6497304586","70.1258484444","72.3639074373","73.1099271015999","74.6019664301999","72.3639074373","74.6019664301999","78.3320647518","79.8241040804","80.5701237447","77.5860450875","75.3479860946","74.6019664301999","72.6197921822","70.2959588324","71.7721739649","78.3034417676999","80.4176347142","83.7951754072999","88.0687293592999","95.1142276961","89.2171455401999","91.4475741693","101.1410170832","102.7592733154","102.1427176798","102.4432720679","100","90.9749319936","91.6950957354","96.7485235003","95.3792366345","96.5634834683999","",
"China","CHN","Travel services (% of commercial service imports)","TM.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","","","","","","","","3.53887399463807","2.8804347826087","5.69476082004556","13.8876603272888","15.2098765432099","16.5738758029979","19.0318701142514","12.0067170445004","11.4271821055191","12.9794259588519","27.2835885739112","24.1892242497622","19.2383245675179","14.9693053797077","20.0008940945058","28.9994649545211","34.0938553279751","34.5053199936478","36.3301830386081","35.4622405792667","33.2467190808833","27.5668441732923","27.2805860326238","26.1063378526647","24.2412717730869","23.0411373517884","22.8800377867826","27.6452882342358","28.54556904273","29.4129441468015","36.3863828398526","39.031291182754","52.7655888975034","57.677114490738","57.0556701347339","55.0380089439261","53.1909013317644","50.738700866788","34.6825844149732","24.2894276149223",
"China","CHN","Import value index (2000 = 100)","TM.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","8.859098865","9.780358428","8.567531787","9.502696651","12.17713489","18.77082463","19.0604814","19.19909016","24.55329773","26.27346797","23.69898798","28.33971585","35.80059886","46.18470506","51.36254187","58.69551692","61.74585822","63.18837102","62.35112699","73.67569681","100","108.2342328","131.1726749","183.4293231","249.4085075","293.2811611","351.7229273","424.8951223","503.3094248","447.0292058","620.4880368","774.7991325","808.0938033","866.5697881","870.67735","746.3941624","705.6691731","819.375711","949.1200939","923.6287685","914.2211497","",
"China","CHN","Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)","TM.VAL.MRCH.R6.ZS","","2.58556269615902","","","","","","","","","","","","","","","","","1.01357599970407","1.01918850489031","0.849013073570879","0.79471117172511","1.03301525204198","1.13205421845079","0.964420846594281","0.536720636908489","0.42264196287036","0.228120871671599","0.271895736566454","0.507472685957845","0.541822319893117","0.475295954398126","0.417265983978186","0.633542416551671","0.643606208839645","0.949146130157457","0.975789678227263","1.63331738919409","0.920866901734516","1.30058955575134","2.35237171089153","1.78793309438471","1.70564717032223","1.91032837482903","2.58936788525903","2.9184967631119","3.32116718258825","3.43589063586596","4.54787431973991","3.7693708474036","4.03989833066697","4.99125536134097","5.63053538182178","5.65609326142718","5.6911217006179","3.25349120785885","3.44395782215344","3.80682082674264","4.2192864814459","4.21526287295488","3.36092129294361","",
"China","CHN","Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)","TM.VAL.MRCH.R2.ZS","","","","","","","","","","","","","","","","","","","0.0434653941478933","","0.155857472442963","0.30466239800282","0.458882926700325","0.41865355010701","0.293988456233095","0.199622412323859","0.486881692601339","0.519402998887159","0.552101907606035","0.565182308552977","0.311189829622015","0.229441558993259","4.93386716368669","6.29306744381291","4.43234836568544","3.82825677383231","4.592940575319","3.63346792062632","3.11281262243117","3.22213338321727","3.37422582435883","4.06577738363571","3.70541125101543","3.32696232101575","3.00316091446138","3.2601626471898","2.99890753447581","3.08287360588964","3.19320596861969","3.27146520037056","3.29475050699113","3.91521800129778","4.21925677759803","3.94099242748679","3.69050252023575","3.58665751105034","3.24403747184578","3.53781010463231","4.08182759239561","4.48916485125305","4.40592040422083","",
"China","CHN","Merchandise imports (current US$)","TM.VAL.MRCH.CD.WT","2648000000","1747000000","1373000000","1450000000","1710000000","2246000000","2482000000","2169000000","2068000000","1917000000","2279000000","2129000000","2851000000","5208000000","7791000000","7926000000","6660000000","7148000000","11131000000","15621000000","19941000000","22014000000","19285000000","21390000000","27410000000","42252000000","42904000000","43216000000","55268000000","59142000000","53345000000","63791000000","80585000000","103959000000","115615000000","132084000000","138833000000","142370000000","140237000000","165699000000","225094000000","243553000000","295170000000","412760000000","561229000000","659953000000","791461000000","956116000000","1132567000000","1005923000000","1396247000000","1743484000000","1818405000000","1949990000000","1959233000000","1679566000000","1587925000000","1843792000000","2135748000000","2078386000000","2065964000000","2687529000000",
"China","CHN","Insurance and financial services (% of commercial service imports)","TM.VAL.INSF.ZS.WT","","","","","","","","","","","","","","","","","","","","","","","4.77211796246649","5.97826086956522","4.59377372817008","3.05174701459531","4.04938271604938","6.0813704496788","6.40408899579074","5.23369717324377","2.28543642110382","5.43561087122174","2.97599652438362","3.13067543025167","11.9130600088714","17.346814096103","1.04162009924449","4.88674870697343","7.11507833623468","6.63172939494998","7.11677027312977","7.10825557085309","7.20204394130951","8.70668916151297","8.65473711488267","8.82930422616343","9.69040862324762","8.6800966305832","8.42155145849402","7.56042333473431","8.91627160940646","8.30078133348788","8.03748443873967","7.82710015018815","6.35809833306283","2.64084479378624","3.4095306502248","2.7917135138256","2.6172298419375","2.67460897368332","4.34475532161824","5.51837880532167",
"China","CHN","Agricultural raw materials imports (% of merchandise imports)","TM.VAL.AGRI.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","7.72219217980669","5.80953962488292","5.00369331626264","6.52618016822555","","","","","4.88028636192138","3.11877520379739","4.40669992849761","5.19581538916102","5.12059538548004","5.23300210715373","4.22496363325182","4.30121214034183","4.80793199950174","4.57393905329155","4.25645256269624","3.99418660135623","4.04212086916003","3.90143631378837","3.99417199121639","3.78012177829529","3.58024044970668","3.40875565285016","3.77456784055352","4.27006208865219","3.94586433936926","3.72488748620029","3.57063706475021","3.70433780393016","3.77933740452549","3.93864460130808","3.57649129585483","3.15651525304253","2.8780222390457","2.65802809604205",
"China","CHN","Share of tariff lines with specific rates, primary products (%)","TM.TAX.TCOM.SR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0.3468752","0.0471976","0.3271845","0","0.3227226","0","0","0","0","0","0","0","0.1417067","0.15919","0.2977888","","","0","0.0481074","0.870352","0","0","0","0","",
"China","CHN","Bound rate, simple mean, primary products (%)","TM.TAX.TCOM.BR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.32","11.27","11.27","11.27","11.27","11.27","11.28","11.28","11.28","11.28","11.28","","","11.37","11.37","11.37","11.43","11.43","11.43","11.43","",
"China","CHN","Share of tariff lines with specific rates, all products (%)","TM.TAX.MRCH.SR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0.3789075","0.1144109","0.4317071","0","0.471344","0.2117134","0","0","0","0.0475582","0.042864","0.0358409","0.1092314","0.0598393","0.282353","","","0","0.0351721","0.1860488","0.0751886","0.0737936","0.0775597","0.0528538","",
"China","CHN","Bound rate, simple mean, all products (%)","TM.TAX.MRCH.BR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.02","10","10","10","10","10","9.94","9.94","9.94","9.94","9.94","","","9.98","9.98","9.98","10.01","10.01","10.01","10.01","",
"China","CHN","Share of tariff lines with specific rates, manufactured products (%)","TM.TAX.MANF.SR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0.386415","0.1280186","0.4541469","0","0.5010889","0.2499621","0","0","0","0.0564808","0.0508603","0.0424355","0.1034278","0.0412674","0.2799588","","","0","0.0334065","0.0888326","0.0887266","0.0859897","0.090284","0.0612529","",
"China","CHN","Bound rate, simple mean, manufactured products (%)","TM.TAX.MANF.BR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.64","9.63","9.63","9.63","9.63","9.63","9.55","9.55","9.55","9.55","9.55","","","9.51","9.51","9.51","9.53","9.53","9.53","9.53","",
"China","CHN","International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.43618295141696","10.1951254524388","9.74564544669289","8.79156471423692","8.30636939851957","7.97123832687992","4.07553165362389","3.85837919915506","","","","","","","","","","","","","","","","","",
"China","CHN","International tourism, expenditures for passenger transport items (current US$)","ST.INT.TRNX.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1090000000","738000000","757000000","1055000000","1083000000","1361000000","1529000000","2211000000","","","","","","","","","","","","","","","","","",
"China","CHN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520000","5061000","5324000","8426000","9232000","10473000","12133000","16602000","20222000","28853000","31026000","34524000","40954000","45844000","47656000","57386000","70250000","83182000","98185000","116593000","127860000","135130000","143035000","149720000","154632000","20334000","",
"China","CHN","Urban population","SP.URB.TOTL","108085352","110327936","114685540","121162226","127791981","129348359","131746910","134196718","136747486","139527262","142386810","145443877","148131235","151552570","155688522","159452730","162497601","165293316","171153535","180399661","189947471","199949784","210823843","220472140","230206255","240414890","251325056","262976051","275121076","287504237","300165618","314301034","328521540","342961393","357836540","373035157","388593258","404485562","420606126","436766058","452999147","471767321","491993700","512473984","533257098","554367818","575118254","595670841","616481190","637407288","658498663","679390629","700996454","722694421","744357517","765822300","787376534","809246214","829760595","848982855","866810508","882894483",
"China","CHN","Rural population","SP.RUR.TOTL","558984648","550002064","551084460","561172774","570563019","585836641","603653090","620353282","637762514","656497738","675928190","695661123","713898765","730387430","744661478","756942270","768187399","778161684","785011465","788605339","791287529","793935216","797806157","802837860","806618745","810625110","815464944","821058949","826508924","831145763","835019382","836478966","836448460","835478607","833998460","831819843","828956742","825589438","821328874","815968942","809645853","800082679","788406300","775926016","762817902","749352182","735901746","722214159","708173810","693852712","679206337","665644371","653193546","640545579","627502483","614037700","600413466","586968786","572999405","558762145","544289492","529465517",
"China","CHN","Completeness of birth registration, rural (%)","SP.REG.BRTH.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Population, male","SP.POP.TOTL.MA.IN","343835753","340176563","342816412","351194360","359286788","367783568","378005313","387670493","397756301","408662304","419999230","431629087","442333497","452541867","461994684","470239507","477588522","484162513","490704446","497304484","503578021","510049652","517580797","525071456","531969770","539241508","547318268","556176033","565221328","573970623","582463866","590467414","597745442","604649929","611512985","618182493","624681689","631092006","637170891","642730896","647869175","652684007","657194875","661443843","665529511","669589760","673459543","677091928","680653754","684100628","687429252","691172304","695813520","700367049","704675333","708647978","712569385","716728147","719905214","722264717","723771010","724187545",
"China","CHN","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","6.52957258222056","6.57858432243213","6.5562314378855","6.47412846920564","6.34592443776782","6.18030834361724","6.33150731554522","6.45699438647673","6.55826098188341","6.64075938139963","6.71151096018968","6.84409225978458","6.96549575039867","7.07879057325652","7.18494689391906","7.28400767257265","7.42567254275912","7.55459013236474","7.67125043356336","7.77609828857833","7.87055294761088","7.99080528384231","8.09547808153473","8.18349672663646","8.25200182112985","8.30276931063791","8.36217902987559","8.4018614085716","8.43723679500477","8.48617180199638","8.5590633446563","8.65899945090487","8.76787672329904","8.8880371378453","9.01970091411972","9.16214977077536","9.33843506474144","9.51734699073853","9.6894771825429","9.83925282840338","9.95893254086047","10.0802051254276","10.1700056926304","10.2393862519371","10.3018317838692","10.3686913617703","10.4654400941897","10.5676548170932","10.6874954390613","10.8355408576369","11.020798872494","11.2782209027051","11.5518606858017","11.8758498205151","12.2997129764772","12.8512233064678","13.5765338334695","14.4248165753424","15.337864254135","16.2212358190312","17.0197467943809","17.7353129271454",
"China","CHN","Population ages 80 and above, female (% of female population)","SP.POP.80UP.FE.5Y","0.289978180606569","0.328272901584787","0.35597746901638","0.367212704186193","0.3587297848029","0.329345641107438","0.356173880848698","0.375215844071174","0.386298737557536","0.390125795447153","0.387079673819264","0.419085111840403","0.445830254455528","0.463875258194764","0.470795893548758","0.46651211971935","0.49901078091936","0.522396033209342","0.538305241443106","0.549341893869464","0.556118535415503","0.606702613249762","0.64972765592014","0.681994662473144","0.701380083973245","0.70780048728992","0.754592022608379","0.789100656627404","0.812524519896859","0.828109142797301","0.838287274726401","0.892677126243688","0.942462113073978","0.98492943944657","1.01689895101569","1.03722934845899","1.11219971239056","1.16990293220387","1.20950666696444","1.23290207030439","1.24228620650347","1.29430904109574","1.3330662511602","1.35846876059232","1.36951727579169","1.36711650695064","1.43032801142745","1.47850409628749","1.51354272836628","1.53984190560284","1.56023614097749","1.65369148550937","1.73756019952736","1.80877688782601","1.86480799297447","1.90622419127764","2.00917012799505","2.10120384537199","2.17991235149794","2.24156893974102","2.28662827939243","2.37648905240167",
"China","CHN","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","1.3057108596908","1.31074026534685","1.30952603377629","1.29992382650344","1.27998189387048","1.25070948995728","1.24250954110578","1.23104893215195","1.22600311459925","1.23683873743708","1.26599308374999","1.29554866979471","1.3397679650109","1.38962333533527","1.43397319434789","1.46835499750996","1.48486928263125","1.49496178536906","1.5070024727648","1.52900235801616","1.56342561187649","1.5941207554547","1.62974041068328","1.67039764966562","1.71410170693023","1.75836466416763","1.77679896303523","1.79582546734315","1.8149556849656","1.83268099489477","1.84874964950433","1.83421246832716","1.82570101932012","1.82474924678691","1.83208692997765","1.84828527117143","1.86714508891595","1.88489980798741","1.90900257681616","1.94947584324374","2.00966762827112","2.05087591572285","2.11110193565957","2.18172003120086","2.2483982685695","2.30373911879563","2.32703629193786","2.34676226680614","2.36523073538108","2.38410117947599","2.40434657475737","2.40150390869404","2.3996832475881","2.4117558562881","2.45434882095368","2.5368156911485","2.63103684734412","2.74802115556191","2.89806507131475","3.09836120197491","3.35548662872328","3.63733591025519",
"China","CHN","Population ages 65 and above, male","SP.POP.65UP.MA.IN","10406487","10403317","10400696","10434233","10386430","10298878","10846983","11395188","11948427","12485747","12989596","13648228","14268897","14875937","15487693","16108864","16914746","17728656","18578567","19464212","20364814","21453153","22564256","23639630","24621355","25530586","26431737","27259609","28046232","28866307","29793411","30642779","31630415","32712898","33801945","34838078","36244462","37456540","38544522","39626703","40763294","41956723","43220291","44503850","45688319","46731565","47804992","48739878","49619243","50549381","51606807","52965191","54416725","56050562","58081237","60628700","64025322","67946243","72012179","75826707","79162959","82126164",
"China","CHN","Population ages 65-69, female (% of female population)","SP.POP.6569.FE.5Y","2.07603168971636","2.03902333343043","1.97561941868797","1.90903610376947","1.86633760805694","1.85742340991366","1.88619395167228","1.93684282589748","1.99334740007962","2.03706177719093","2.06205737919668","2.06074449769372","2.05383674614323","2.04775898426916","2.05202418994653","2.0713550401578","2.09369078771818","2.12757968691514","2.17010607651613","2.21665397145238","2.26358841588687","2.29839783043777","2.33245469021148","2.3632962937041","2.38620976367242","2.39813495024866","2.37407032812782","2.3425208623665","2.31156499540364","2.2933907674486","2.29506831688712","2.28251102105045","2.29476042495107","2.32672706910099","2.3718721612566","2.42629939886469","2.49172373548381","2.55906006494124","2.62542433714016","2.68823422931067","2.74474081470836","2.76037856520032","2.77981335572618","2.80138636448776","2.82011526111336","2.83489446654615","2.82886213368741","2.82329926473842","2.83087902910365","2.87108945099393","2.95500239154368","3.05196244152602","3.17745116211957","3.34069561864532","3.55694950701634","3.83106632476131","4.1372740698527","4.51095240242077","4.89256078772413","5.19371826635479","5.36645880183729","5.39583207278367",
"China","CHN","Population ages 55-59, female (% of female population)","SP.POP.5559.FE.5Y","3.64698058017923","3.62927899025763","3.57001749155314","3.49677359262677","3.44394301892072","3.42360149972219","3.38668495671647","3.37252574473532","3.37172552534072","3.37241383569148","3.36990100006695","3.35355915667318","3.34787075398125","3.34457738839458","3.33500776273847","3.315735292281","3.28729921979006","3.2502259584006","3.21278321716343","3.18553799363241","3.17357587839622","3.16983188106513","3.17273389323506","3.18588243342956","3.21226340657983","3.25109116339657","3.28497741092134","3.33195862507811","3.38289348525215","3.42730746122677","3.4604063479999","3.45765976883472","3.46486489326506","3.47422641758435","3.4750726934284","3.46441929682985","3.46408121110845","3.44431832917656","3.42953591324154","3.45329265404282","3.5325820658985","3.63198902205793","3.77504029149399","3.96760027828107","4.21607525235647","4.51952112751604","4.87273139235404","5.29386351943317","5.71616568620312","6.04348957416895","6.2220619902941","6.25041039469855","6.13756997886697","5.95910669243969","5.83122622763463","5.82352515364654","5.90636522307788","6.08693456380307","6.34421983961132","6.64304080240079","6.95822076370064","7.28786249072896",
"China","CHN","Population ages 45-49, female (% of female population)","SP.POP.4549.FE.5Y","4.93283057132284","4.94737453550026","4.92809823011851","4.88309300666738","4.82306189264725","4.75004743388057","4.61553638334586","4.48063613369071","4.35198654730393","4.23952044943526","4.15138144244328","4.07818988261498","4.03260757160995","4.01046902578964","4.0100570940387","4.03004546926028","4.07509666507112","4.14028233655375","4.21280745073725","4.27281226432132","4.30755768556923","4.32417707352209","4.316611259344","4.29109395125507","4.25399660047085","4.20962449801474","4.14749673301363","4.07965739974417","4.02602062492899","4.0157780700227","4.06681650722448","4.14858141241726","4.29083107031832","4.4928050315039","4.75271003750187","5.06361997295768","5.46595455244047","5.91425161757896","6.34673525428514","6.67889559625494","6.86273114644352","6.8722471432184","6.74301029639934","6.5490057436222","6.40437323438601","6.38222116290046","6.46956326696103","6.65809133769271","6.92547374309123","7.23509449305612","7.55910401914672","7.89761910289465","8.25936125211757","8.60318573538161","8.87091564048948","9.02672260234345","9.07620504823757","9.02581336272577","8.88170575234868","8.65741965846933","8.36774211126886","8.02129882692733",
"China","CHN","Population ages 35-39, female (% of female population)","SP.POP.3539.FE.5Y","5.73853634673629","5.6770728962925","5.59882295339408","5.52422688533499","5.47710446910797","5.46210469211396","5.42309987514018","5.42154209924807","5.43419368987364","5.43039502353003","5.39723729558393","5.3337654120754","5.26477752270258","5.18872764786136","5.10827193425368","5.0288287996771","4.96128915076085","4.89363955441207","4.84643099328424","4.8460326920848","4.9066211560577","5.02705636418212","5.18054135854707","5.3811232760755","5.64645651760044","5.97647102813758","6.35205508320852","6.79649575215922","7.22917942358362","7.54166815045282","7.68183761507624","7.63513794291116","7.45789615324503","7.21924720849614","7.03252036653817","6.97200368213838","7.07743323947178","7.26025425078191","7.51352141563501","7.81981363508347","8.15854278245946","8.49061700334908","8.87001656341434","9.24570337158374","9.53800979009661","9.69993734497686","9.75446413958653","9.69256747037589","9.52233313884504","9.26535734827313","8.94030662931641","8.54830523530819","8.08953668657842","7.61740915405646","7.20697566956354","6.90693946453173","6.70926734063672","6.60415462148564","6.60348009321139","6.72057108766444","6.95301476928548","7.30788069914594",
"China","CHN","Population ages 25-29, female (% of female population)","SP.POP.2529.FE.5Y","7.22810930012576","7.20296132354239","7.10228703672736","6.95661530029104","6.80442569797835","6.66222372800826","6.46251234767245","6.282487591598","6.13991026872514","6.05967209874268","6.05903849256703","6.11331885045738","6.23274672800081","6.42267126065454","6.69704772215596","7.05609504591135","7.50973688686871","8.05821130498899","8.60401617954165","9.00277806637192","9.17487723496101","9.15910960312106","8.91486264641435","8.56219454412112","8.27593886736705","8.15495230394784","8.15054171623849","8.26964811835662","8.48534184685344","8.75714587644901","9.0585890537406","9.35405657105728","9.72618539695334","10.104809129784","10.3873527654474","10.5147421823432","10.5918553981021","10.4929294378581","10.2577266758457","9.94549222157651","9.58751247945037","9.13475759262163","8.63988063882845","8.14615806774932","7.71499329510591","7.39251703501031","7.18312759173336","7.06631847427924","7.05542237978242","7.16844501426236","7.40388936621909","7.75990865351318","8.2571081048711","8.76797959080186","9.10125290205025","9.1461553645402","8.92682240708803","8.42328176303302","7.754961873851","7.11600784172174","6.62783082507663","6.27389100138594",
"China","CHN","Population ages 15-64, total","SP.POP.1564.TO","376823164","372520588","373118860","379332695","386528523","396196818","405508463","416669512","429726357","443537016","456985978","468991340","480278464","491368033","502557702","513861540","526008005","538475659","552194383","567184356","582756908","600164693","618735725","637261940","654846220","672180280","687782548","703389691","718310123","732531057","746726066","756677632","768952440","782325624","794860325","805367614","820493214","831124788","839669246","849907147","863641938","875614116","891647554","909846945","926808358","940817540","952765169","961863202","968715052","974558542","980077454","984982578","990955995","996268459","1000075524","1001976146","1002022583","1001330750","998794770","995603700","992284298","988530604",
"China","CHN","Population ages 15-64, female","SP.POP.1564.FE.IN","180293041","178347124","178803598","181991201","185645080","190443134","194997098","200379260","206620629","213205256","219622356","225377007","230829099","236210190","241627448","247071988","253013550","259044292","265654946","272923779","280552202","289102524","298302574","307527219","316270556","324829136","332549263","340225733","347545390","354545789","361579719","366620448","372815986","379561152","385889399","391205053","398840572","404231506","408564634","413704468","420537353","426535052","434515777","443537698","451912909","458795658","464685782","469131965","472434985","475208034","477787969","480091947","482847931","485228165","486837131","487484569","487256431","486636714","485079055","483156615","481133334","479003413",
